"K0E1L0","42","Leeds—Grenville"
"K0E1M0","42","Leeds—Grenville"
"K0E1N0","36","Kingston and the Islands"
"K0E1N0","42","Leeds—Grenville"
"K0E1P0","42","Leeds—Grenville"
"K0E1R0","42","Leeds—Grenville"
"K0E1S0","87","Stormont—Dundas—South Glengarry"
"K0E1S0","52","Nepean—Carleton"
"K0E1S0","42","Leeds—Grenville"
"K0E1T0","42","Leeds—Grenville"
"K0E1T1","42","Leeds—Grenville"
"K0E1V0","42","Leeds—Grenville"
"K0E1W0","87","Stormont—Dundas—South Glengarry"
"K0E1W0","42","Leeds—Grenville"
"K0E1X0","87","Stormont—Dundas—South Glengarry"
"K0E1X0","42","Leeds—Grenville"
"K0E1Y0","42","Leeds—Grenville"
"K0G1A0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1B0","52","Nepean—Carleton"
"K0G1B0","42","Leeds—Grenville"
"K0G1B0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1E0","42","Leeds—Grenville"
"K0G1E0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1G0","42","Leeds—Grenville"
"K0G1G0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1J0","87","Stormont—Dundas—South Glengarry"
"K0G1J0","52","Nepean—Carleton"
"K0G1J0","42","Leeds—Grenville"
"K0G1K0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1K0","74","Renfrew—Nipissing—Pembroke"
"K0G1L0","42","Leeds—Grenville"
"K0G1L0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1M0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1N0","52","Nepean—Carleton"
"K0G1N0","42","Leeds—Grenville"
"K0G1N0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1P0","42","Leeds—Grenville"
"K0G1P0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1R0","42","Leeds—Grenville"
"K0G1S0","42","Leeds—Grenville"
"K0G1T0","42","Leeds—Grenville"
"K0G1V0","42","Leeds—Grenville"
"K0G1V0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1W0","42","Leeds—Grenville"
"K0G1W0","41","Lanark—Frontenac—Lennox and Addington"
"K0G1X0","42","Leeds—Grenville"
"K0G1X0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1B0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1C0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1G0","36","Kingston and the Islands"
"K0H1G0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1H0","36","Kingston and the Islands"
"K0H1H0","42","Leeds—Grenville"
"K0H1H0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1J0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1K0","73","Prince Edward—Hastings"
"K0H1K0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1L0","73","Prince Edward—Hastings"
"K0H1L0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1L0","74","Renfrew—Nipissing—Pembroke"
"K0H1M0","36","Kingston and the Islands"
"K0H1M0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1P0","73","Prince Edward—Hastings"
"K0H1P0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1S0","36","Kingston and the Islands"
"K0H1S0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1T0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1V0","36","Kingston and the Islands"
"K0H1V0","42","Leeds—Grenville"
"K0H1V0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1W0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1X0","36","Kingston and the Islands"
"K0H1X0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1Y0","36","Kingston and the Islands"
"K0H1Y0","42","Leeds—Grenville"
"K0H1Y0","41","Lanark—Frontenac—Lennox and Addington"
"K0H1Z0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2B0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2C0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2E0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2G0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2H0","36","Kingston and the Islands"
"K0H2H0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2J0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2J0","74","Renfrew—Nipissing—Pembroke"
"K0H2K0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2L0","42","Leeds—Grenville"
"K0H2L0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2L0","74","Renfrew—Nipissing—Pembroke"
"K0H2M0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2M0","74","Renfrew—Nipissing—Pembroke"
"K0H2N0","36","Kingston and the Islands"
"K0H2N0","42","Leeds—Grenville"
"K0H2N0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2P0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2R0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2S0","36","Kingston and the Islands"
"K0H2S0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2T0","36","Kingston and the Islands"
"K0H2T0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2V0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2W0","36","Kingston and the Islands"
"K0H2W0","41","Lanark—Frontenac—Lennox and Addington"
"K0H2Y0","36","Kingston and the Islands"
"K0J1B0","73","Prince Edward—Hastings"
"K0J1B0","74","Renfrew—Nipissing—Pembroke"
"K0J1C0","74","Renfrew—Nipissing—Pembroke"
"K0J1E0","57","Nipissing"
"K0J1E0","74","Renfrew—Nipissing—Pembroke"
"K0J1G0","13","Carleton—Mississippi Mills"
"K0J1G0","41","Lanark—Frontenac—Lennox and Addington"
"K0J1G0","74","Renfrew—Nipissing—Pembroke"
"K0J1H0","41","Lanark—Frontenac—Lennox and Addington"
"K0J1H0","74","Renfrew—Nipissing—Pembroke"
"K0J1J0","74","Renfrew—Nipissing—Pembroke"
"K0J1K0","74","Renfrew—Nipissing—Pembroke"
"K0J1L0","73","Prince Edward—Hastings"
"K0J1L0","74","Renfrew—Nipissing—Pembroke"
"K0J1M0","74","Renfrew—Nipissing—Pembroke"
"K0J1N0","41","Lanark—Frontenac—Lennox and Addington"
"K0J1N0","74","Renfrew—Nipissing—Pembroke"
"K0J1P0","74","Renfrew—Nipissing—Pembroke"
"K0J1R0","57","Nipissing"
"K0J1R0","74","Renfrew—Nipissing—Pembroke"
"K0J1S0","74","Renfrew—Nipissing—Pembroke"
"K0J1T0","74","Renfrew—Nipissing—Pembroke"
"K0J1V0","74","Renfrew—Nipissing—Pembroke"
"K0J1W0","74","Renfrew—Nipissing—Pembroke"
"K0J1X0","74","Renfrew—Nipissing—Pembroke"
"K0J1Y0","74","Renfrew—Nipissing—Pembroke"
"K0J2A0","74","Renfrew—Nipissing—Pembroke"
"K0J2B0","74","Renfrew—Nipissing—Pembroke"
"K0J2C0","73","Prince Edward—Hastings"
"K0J2C0","74","Renfrew—Nipissing—Pembroke"
"K0J2E0","73","Prince Edward—Hastings"
"K0J2E0","41","Lanark—Frontenac—Lennox and Addington"
"K0J2E0","74","Renfrew—Nipissing—Pembroke"
"K0J2G0","41","Lanark—Frontenac—Lennox and Addington"
"K0J2G0","74","Renfrew—Nipissing—Pembroke"
"K0J2H0","74","Renfrew—Nipissing—Pembroke"
"K0J2J0","74","Renfrew—Nipissing—Pembroke"
"K0J2K0","74","Renfrew—Nipissing—Pembroke"
"K0J2L0","74","Renfrew—Nipissing—Pembroke"
"K0J2M0","29","Haliburton—Kawartha Lakes—Brock"
"K0J2M0","73","Prince Edward—Hastings"
"K0J2M0","74","Renfrew—Nipissing—Pembroke"
"K0J2N0","74","Renfrew—Nipissing—Pembroke"
"K0J2R0","41","Lanark—Frontenac—Lennox and Addington"
"K0J2R0","74","Renfrew—Nipissing—Pembroke"
"K0K0A0","73","Prince Edward—Hastings"
"K0K1A0","58","Northumberland—Quinte West"
"K0K1A0","73","Prince Edward—Hastings"
"K0K1B0","58","Northumberland—Quinte West"
"K0K1B0","73","Prince Edward—Hastings"
"K0K1C0","58","Northumberland—Quinte West"
"K0K1C0","73","Prince Edward—Hastings"
"K0K1E0","58","Northumberland—Quinte West"
"K0K1G0","73","Prince Edward—Hastings"
"K0K1H0","58","Northumberland—Quinte West"
"K0K1H0","73","Prince Edward—Hastings"
"K0K1H0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1J0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1K0","58","Northumberland—Quinte West"
"K0K1K0","73","Prince Edward—Hastings"
"K0K1L0","58","Northumberland—Quinte West"
"K0K1L0","73","Prince Edward—Hastings"
"K0K1L0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1M0","58","Northumberland—Quinte West"
"K0K1M0","73","Prince Edward—Hastings"
"K0K1N0","73","Prince Edward—Hastings"
"K0K1N0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1P0","73","Prince Edward—Hastings"
"K0K1R0","58","Northumberland—Quinte West"
"K0K1R0","73","Prince Edward—Hastings"
"K0K1S0","58","Northumberland—Quinte West"
"K0K1S0","73","Prince Edward—Hastings"
"K0K1S0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1T0","73","Prince Edward—Hastings"
"K0K1V0","73","Prince Edward—Hastings"
"K0K1W0","73","Prince Edward—Hastings"
"K0K1X0","58","Northumberland—Quinte West"
"K0K1X0","73","Prince Edward—Hastings"
"K0K1X0","41","Lanark—Frontenac—Lennox and Addington"
"K0K1Y0","58","Northumberland—Quinte West"
"K0K1Y0","73","Prince Edward—Hastings"
"K0K1Z0","73","Prince Edward—Hastings"
"K0K1Z0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2A0","73","Prince Edward—Hastings"
"K0K2A0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2B0","58","Northumberland—Quinte West"
"K0K2B0","73","Prince Edward—Hastings"
"K0K2B0","86","Simcoe North"
"K0K2C0","58","Northumberland—Quinte West"
"K0K2C0","73","Prince Edward—Hastings"
"K0K2C0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2E0","58","Northumberland—Quinte West"
"K0K2G0","58","Northumberland—Quinte West"
"K0K2H0","58","Northumberland—Quinte West"
"K0K2J0","73","Prince Edward—Hastings"
"K0K2K0","73","Prince Edward—Hastings"
"K0K2L0","73","Prince Edward—Hastings"
"K0K2L0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2M0","58","Northumberland—Quinte West"
"K0K2M0","73","Prince Edward—Hastings"
"K0K2M0","71","Peterborough"
"K0K2M0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2N0","73","Prince Edward—Hastings"
"K0K2N0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2P0","73","Prince Edward—Hastings"
"K0K2S0","73","Prince Edward—Hastings"
"K0K2S0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2T0","58","Northumberland—Quinte West"
"K0K2T0","73","Prince Edward—Hastings"
"K0K2T0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2V0","73","Prince Edward—Hastings"
"K0K2V0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2W0","73","Prince Edward—Hastings"
"K0K2W0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2X0","58","Northumberland—Quinte West"
"K0K2X0","73","Prince Edward—Hastings"
"K0K2X0","71","Peterborough"
"K0K2Y0","73","Prince Edward—Hastings"
"K0K2Y0","41","Lanark—Frontenac—Lennox and Addington"
"K0K2Z0","73","Prince Edward—Hastings"
"K0K2Z0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3A0","73","Prince Edward—Hastings"
"K0K3A0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3C0","73","Prince Edward—Hastings"
"K0K3E0","58","Northumberland—Quinte West"
"K0K3E0","73","Prince Edward—Hastings"
"K0K3E0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3G0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3H0","58","Northumberland—Quinte West"
"K0K3H0","73","Prince Edward—Hastings"
"K0K3J0","73","Prince Edward—Hastings"
"K0K3J0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3K0","58","Northumberland—Quinte West"
"K0K3K0","73","Prince Edward—Hastings"
"K0K3K0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3L0","73","Prince Edward—Hastings"
"K0K3L0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3M0","58","Northumberland—Quinte West"
"K0K3M0","73","Prince Edward—Hastings"
"K0K3N0","73","Prince Edward—Hastings"
"K0K3N0","41","Lanark—Frontenac—Lennox and Addington"
"K0K3V0","73","Prince Edward—Hastings"
"K0K3W0","58","Northumberland—Quinte West"
"K0L1A0","58","Northumberland—Quinte West"
"K0L1A0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1A0","73","Prince Edward—Hastings"
"K0L1A0","71","Peterborough"
"K0L1B0","58","Northumberland—Quinte West"
"K0L1B0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1B0","71","Peterborough"
"K0L1C0","58","Northumberland—Quinte West"
"K0L1C0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1C0","73","Prince Edward—Hastings"
"K0L1C0","71","Peterborough"
"K0L1C0","74","Renfrew—Nipissing—Pembroke"
"K0L1E0","58","Northumberland—Quinte West"
"K0L1E0","71","Peterborough"
"K0L1G0","73","Prince Edward—Hastings"
"K0L1G0","74","Renfrew—Nipissing—Pembroke"
"K0L1H0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1H0","71","Peterborough"
"K0L1J0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1J0","71","Peterborough"
"K0L1L0","58","Northumberland—Quinte West"
"K0L1L0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1L0","73","Prince Edward—Hastings"
"K0L1L0","71","Peterborough"
"K0L1M0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1M0","73","Prince Edward—Hastings"
"K0L1M1","29","Haliburton—Kawartha Lakes—Brock"
"K0L1M1","73","Prince Edward—Hastings"
"K0L1P0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1P0","73","Prince Edward—Hastings"
"K0L1R0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1R0","71","Peterborough"
"K0L1S0","71","Peterborough"
"K0L1T0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1T0","71","Peterborough"
"K0L1V0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1V0","71","Peterborough"
"K0L1W0","73","Prince Edward—Hastings"
"K0L1W0","71","Peterborough"
"K0L1W0","41","Lanark—Frontenac—Lennox and Addington"
"K0L1X0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1Y0","58","Northumberland—Quinte West"
"K0L1Y0","73","Prince Edward—Hastings"
"K0L1Y0","71","Peterborough"
"K0L1Z0","58","Northumberland—Quinte West"
"K0L1Z0","29","Haliburton—Kawartha Lakes—Brock"
"K0L1Z0","73","Prince Edward—Hastings"
"K0L1Z0","71","Peterborough"
"K0L2A0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2A0","73","Prince Edward—Hastings"
"K0L2B0","71","Peterborough"
"K0L2C0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2C0","71","Peterborough"
"K0L2G0","71","Peterborough"
"K0L2H0","58","Northumberland—Quinte West"
"K0L2H0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2H0","71","Peterborough"
"K0L2J0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2J0","71","Peterborough"
"K0L2K0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2K0","73","Prince Edward—Hastings"
"K0L2K0","74","Renfrew—Nipissing—Pembroke"
"K0L2L0","58","Northumberland—Quinte West"
"K0L2L0","73","Prince Edward—Hastings"
"K0L2M0","73","Prince Edward—Hastings"
"K0L2M0","41","Lanark—Frontenac—Lennox and Addington"
"K0L2M0","74","Renfrew—Nipissing—Pembroke"
"K0L2R0","73","Prince Edward—Hastings"
"K0L2R0","74","Renfrew—Nipissing—Pembroke"
"K0L2S0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2S0","73","Prince Edward—Hastings"
"K0L2V0","58","Northumberland—Quinte West"
"K0L2V0","73","Prince Edward—Hastings"
"K0L2V0","71","Peterborough"
"K0L2W0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2W0","71","Peterborough"
"K0L2X0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2X0","73","Prince Edward—Hastings"
"K0L2Y0","29","Haliburton—Kawartha Lakes—Brock"
"K0L2Z0","58","Northumberland—Quinte West"
"K0L2Z0","71","Peterborough"
"K0L3A0","58","Northumberland—Quinte West"
"K0L3A0","71","Peterborough"
"K0L3B0","71","Peterborough"
"K0L3C0","29","Haliburton—Kawartha Lakes—Brock"
"K0L3E0","29","Haliburton—Kawartha Lakes—Brock"
"K0L3E0","71","Peterborough"
"K0L3G0","29","Haliburton—Kawartha Lakes—Brock"
"K0L3G0","71","Peterborough"
"K0M1A0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1B0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1B0","86","Simcoe North"
"K0M1C0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1E0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1G0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1J0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1J1","69","Parry Sound—Muskoka"
"K0M1J1","57","Nipissing"
"K0M1J1","29","Haliburton—Kawartha Lakes—Brock"
"K0M1J2","69","Parry Sound—Muskoka"
"K0M1J2","29","Haliburton—Kawartha Lakes—Brock"
"K0M1K0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1L0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1L0","71","Peterborough"
"K0M1M0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1N0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1R0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1S0","29","Haliburton—Kawartha Lakes—Brock"
"K0M1X0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2A0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2A1","29","Haliburton—Kawartha Lakes—Brock"
"K0M2B0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2C0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2J0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2J0","19","Durham"
"K0M2K0","69","Parry Sound—Muskoka"
"K0M2K0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2L0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2L1","29","Haliburton—Kawartha Lakes—Brock"
"K0M2M0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2S0","69","Parry Sound—Muskoka"
"K0M2S0","29","Haliburton—Kawartha Lakes—Brock"
"K0M2T0","29","Haliburton—Kawartha Lakes—Brock"
"K1A0A1","65","Ottawa—Vanier"
"K1A0A2","65","Ottawa—Vanier"
"K1A0A3","62","Ottawa Centre"
"K1A0A4","62","Ottawa Centre"
"K1A0A5","62","Ottawa Centre"
"K1A0A6","62","Ottawa Centre"
"K1A0A8","62","Ottawa Centre"
"K1A0A9","62","Ottawa Centre"
"K1A0B1","64","Ottawa South"
"K1A0B2","65","Ottawa—Vanier"
"K1A0B4","65","Ottawa—Vanier"
"K1A0B9","65","Ottawa—Vanier"
"K1A0C1","64","Ottawa South"
"K1A0C5","66","Ottawa West—Nepean"
"K1A0C6","62","Ottawa Centre"
"K1A0C7","65","Ottawa—Vanier"
"K1A0C8","62","Ottawa Centre"
"K1A0E4","62","Ottawa Centre"
"K1A0E6","62","Ottawa Centre"
"K1A0E7","63","Ottawa—Orléans"
"K1A0E8","62","Ottawa Centre"
"K1A0E9","62","Ottawa Centre"
"K1A0G1","65","Ottawa—Vanier"
"K1A0G2","65","Ottawa—Vanier"
"K1A0G3","62","Ottawa Centre"
"K1A0G5","62","Ottawa Centre"
"K1A0G6","65","Ottawa—Vanier"
"K1A0G7","62","Ottawa Centre"
"K1A0G8","65","Ottawa—Vanier"
"K1A0G9","62","Ottawa Centre"
"K1A0H2","62","Ottawa Centre"
"K1A0H4","62","Ottawa Centre"
"K1A0H5","65","Ottawa—Vanier"
"K1A0H7","65","Ottawa—Vanier"
"K1A0H8","62","Ottawa Centre"
"K1A0H9","62","Ottawa Centre"
"K1A0J1","65","Ottawa—Vanier"
"K1A0J6","62","Ottawa Centre"
"K1A0K1","62","Ottawa Centre"
"K1A0K2","65","Ottawa—Vanier"
"K1A0K4","52","Nepean—Carleton"
"K1A0K5","65","Ottawa—Vanier"
"K1A0K6","64","Ottawa South"
"K1A0K7","65","Ottawa—Vanier"
"K1A0L1","65","Ottawa—Vanier"
"K1A0L2","62","Ottawa Centre"
"K1A0L3","62","Ottawa Centre"
"K1A0L4","65","Ottawa—Vanier"
"K1A0L5","64","Ottawa South"
"K1A0L8","62","Ottawa Centre"
"K1A0L9","65","Ottawa—Vanier"
