"K1A1M3","13","Rideau-Rockcliffe","Ottawa ward"
"K1A1M5","13","Rideau-Rockcliffe","Ottawa ward"
"K1A1M6","13","Rideau-Rockcliffe","Ottawa ward"
"K1A1M8","13","Rideau-Rockcliffe","Ottawa ward"
"K1A9Z5","13","Rideau-Rockcliffe","Ottawa ward"
"K1A9Z6","13","Rideau-Rockcliffe","Ottawa ward"
"K1A9Z7","13","Rideau-Rockcliffe","Ottawa ward"
"K1A9Z8","13","Rideau-Rockcliffe","Ottawa ward"
"K1B0A1","2","Innes","Ottawa ward"
"K1B0A3","2","Innes","Ottawa ward"
"K1B0A4","2","Innes","Ottawa ward"
"K1B0A5","2","Innes","Ottawa ward"
"K1B0A6","2","Innes","Ottawa ward"
"K1B0A7","2","Innes","Ottawa ward"
"K1B0A9","2","Innes","Ottawa ward"
"K1B0B1","18","Alta Vista","Ottawa ward"
"K1B1A1","2","Innes","Ottawa ward"
"K1B1A2","2","Innes","Ottawa ward"
"K1B1A3","2","Innes","Ottawa ward"
"K1B1A4","18","Alta Vista","Ottawa ward"
"K1B1A5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1A6","18","Alta Vista","Ottawa ward"
"K1B1A7","18","Alta Vista","Ottawa ward"
"K1B1A8","18","Alta Vista","Ottawa ward"
"K1B1A9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1B1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1B2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1B4","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1B5","2","Innes","Ottawa ward"
"K1B1B7","2","Innes","Ottawa ward"
"K1B1B8","2","Innes","Ottawa ward"
"K1B1B9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1C2","2","Innes","Ottawa ward"
"K1B1C3","2","Innes","Ottawa ward"
"K1B1C4","2","Innes","Ottawa ward"
"K1B1C5","18","Alta Vista","Ottawa ward"
"K1B1C6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1C7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B1C8","2","Innes","Ottawa ward"
"K1B1E1","2","Innes","Ottawa ward"
"K1B1E2","2","Innes","Ottawa ward"
"K1B1E3","18","Alta Vista","Ottawa ward"
"K1B3A1","2","Innes","Ottawa ward"
"K1B3A2","2","Innes","Ottawa ward"
"K1B3A3","2","Innes","Ottawa ward"
"K1B3A4","2","Innes","Ottawa ward"
"K1B3A5","2","Innes","Ottawa ward"
"K1B3A6","2","Innes","Ottawa ward"
"K1B3A7","2","Innes","Ottawa ward"
"K1B3A8","2","Innes","Ottawa ward"
"K1B3A9","2","Innes","Ottawa ward"
"K1B3B1","2","Innes","Ottawa ward"
"K1B3B2","2","Innes","Ottawa ward"
"K1B3B3","2","Innes","Ottawa ward"
"K1B3B4","2","Innes","Ottawa ward"
"K1B3B5","2","Innes","Ottawa ward"
"K1B3B6","2","Innes","Ottawa ward"
"K1B3B7","2","Innes","Ottawa ward"
"K1B3B8","2","Innes","Ottawa ward"
"K1B3B9","2","Innes","Ottawa ward"
"K1B3C1","2","Innes","Ottawa ward"
"K1B3C2","2","Innes","Ottawa ward"
"K1B3C3","2","Innes","Ottawa ward"
"K1B3C4","2","Innes","Ottawa ward"
"K1B3C5","2","Innes","Ottawa ward"
"K1B3C6","2","Innes","Ottawa ward"
"K1B3C7","2","Innes","Ottawa ward"
"K1B3C8","2","Innes","Ottawa ward"
"K1B3C9","2","Innes","Ottawa ward"
"K1B3E1","2","Innes","Ottawa ward"
"K1B3E2","2","Innes","Ottawa ward"
"K1B3E3","2","Innes","Ottawa ward"
"K1B3E4","2","Innes","Ottawa ward"
"K1B3E5","2","Innes","Ottawa ward"
"K1B3E6","2","Innes","Ottawa ward"
"K1B3E7","2","Innes","Ottawa ward"
"K1B3E8","2","Innes","Ottawa ward"
"K1B3E9","2","Innes","Ottawa ward"
"K1B3G1","2","Innes","Ottawa ward"
"K1B3G2","2","Innes","Ottawa ward"
"K1B3G3","2","Innes","Ottawa ward"
"K1B3G4","2","Innes","Ottawa ward"
"K1B3G5","2","Innes","Ottawa ward"
"K1B3G6","2","Innes","Ottawa ward"
"K1B3G7","2","Innes","Ottawa ward"
"K1B3G8","2","Innes","Ottawa ward"
"K1B3G9","2","Innes","Ottawa ward"
"K1B3H1","2","Innes","Ottawa ward"
"K1B3H2","2","Innes","Ottawa ward"
"K1B3H3","2","Innes","Ottawa ward"
"K1B3H4","2","Innes","Ottawa ward"
"K1B3H5","2","Innes","Ottawa ward"
"K1B3H6","2","Innes","Ottawa ward"
"K1B3H7","2","Innes","Ottawa ward"
"K1B3H8","2","Innes","Ottawa ward"
"K1B3H9","2","Innes","Ottawa ward"
"K1B3J1","2","Innes","Ottawa ward"
"K1B3J2","2","Innes","Ottawa ward"
"K1B3J3","2","Innes","Ottawa ward"
"K1B3J4","2","Innes","Ottawa ward"
"K1B3J5","2","Innes","Ottawa ward"
"K1B3J6","2","Innes","Ottawa ward"
"K1B3J7","2","Innes","Ottawa ward"
"K1B3J8","2","Innes","Ottawa ward"
"K1B3J9","2","Innes","Ottawa ward"
"K1B3K1","2","Innes","Ottawa ward"
"K1B3K2","2","Innes","Ottawa ward"
"K1B3K3","2","Innes","Ottawa ward"
"K1B3K5","2","Innes","Ottawa ward"
"K1B3K6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3K7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3K8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3K9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L4","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3L9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3M1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3M2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3M4","18","Alta Vista","Ottawa ward"
"K1B3M5","18","Alta Vista","Ottawa ward"
"K1B3M6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3M8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3M9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N2","2","Innes","Ottawa ward"
"K1B3N3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3N9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P4","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P5","18","Alta Vista","Ottawa ward"
"K1B3P6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3P8","18","Alta Vista","Ottawa ward"
"K1B3P9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3R1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3R2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3R3","18","Alta Vista","Ottawa ward"
"K1B3R5","18","Alta Vista","Ottawa ward"
"K1B3R6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3R7","2","Innes","Ottawa ward"
"K1B3R8","2","Innes","Ottawa ward"
"K1B3R9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3S1","18","Alta Vista","Ottawa ward"
"K1B3S2","18","Alta Vista","Ottawa ward"
"K1B3S3","18","Alta Vista","Ottawa ward"
"K1B3S4","18","Alta Vista","Ottawa ward"
"K1B3S5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3S6","18","Alta Vista","Ottawa ward"
"K1B3S7","18","Alta Vista","Ottawa ward"
"K1B3S9","18","Alta Vista","Ottawa ward"
"K1B3T1","18","Alta Vista","Ottawa ward"
"K1B3T2","18","Alta Vista","Ottawa ward"
"K1B3T3","18","Alta Vista","Ottawa ward"
"K1B3T4","18","Alta Vista","Ottawa ward"
"K1B3T5","18","Alta Vista","Ottawa ward"
"K1B3T7","18","Alta Vista","Ottawa ward"
"K1B3V1","18","Alta Vista","Ottawa ward"
"K1B3V2","18","Alta Vista","Ottawa ward"
"K1B3V3","18","Alta Vista","Ottawa ward"
"K1B3V5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3V6","18","Alta Vista","Ottawa ward"
"K1B3V7","18","Alta Vista","Ottawa ward"
"K1B3V8","18","Alta Vista","Ottawa ward"
"K1B3V9","18","Alta Vista","Ottawa ward"
"K1B3W1","18","Alta Vista","Ottawa ward"
"K1B3W2","18","Alta Vista","Ottawa ward"
"K1B3W3","18","Alta Vista","Ottawa ward"
"K1B3W4","18","Alta Vista","Ottawa ward"
"K1B3W5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3W6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3W7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3W8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3W9","18","Alta Vista","Ottawa ward"
"K1B3X1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X4","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B3X8","2","Innes","Ottawa ward"
"K1B3X9","2","Innes","Ottawa ward"
"K1B3Y1","2","Innes","Ottawa ward"
"K1B3Y2","2","Innes","Ottawa ward"
"K1B3Y3","2","Innes","Ottawa ward"
"K1B3Y4","2","Innes","Ottawa ward"
"K1B3Y5","2","Innes","Ottawa ward"
"K1B3Y6","2","Innes","Ottawa ward"
"K1B3Y7","2","Innes","Ottawa ward"
"K1B3Y8","2","Innes","Ottawa ward"
"K1B3Y9","2","Innes","Ottawa ward"
"K1B3Z1","2","Innes","Ottawa ward"
"K1B3Z2","2","Innes","Ottawa ward"
"K1B3Z3","2","Innes","Ottawa ward"
"K1B3Z4","2","Innes","Ottawa ward"
"K1B3Z5","2","Innes","Ottawa ward"
"K1B3Z6","2","Innes","Ottawa ward"
"K1B3Z7","2","Innes","Ottawa ward"
"K1B3Z8","2","Innes","Ottawa ward"
"K1B3Z9","2","Innes","Ottawa ward"
"K1B4A1","2","Innes","Ottawa ward"
"K1B4A2","2","Innes","Ottawa ward"
"K1B4A3","2","Innes","Ottawa ward"
"K1B4A4","2","Innes","Ottawa ward"
"K1B4A5","2","Innes","Ottawa ward"
"K1B4A6","2","Innes","Ottawa ward"
"K1B4A7","2","Innes","Ottawa ward"
"K1B4A8","2","Innes","Ottawa ward"
"K1B4A9","2","Innes","Ottawa ward"
"K1B4B1","2","Innes","Ottawa ward"
"K1B4B2","2","Innes","Ottawa ward"
"K1B4B3","2","Innes","Ottawa ward"
"K1B4B4","2","Innes","Ottawa ward"
"K1B4B5","2","Innes","Ottawa ward"
"K1B4B6","2","Innes","Ottawa ward"
"K1B4B7","2","Innes","Ottawa ward"
"K1B4B8","2","Innes","Ottawa ward"
"K1B4B9","2","Innes","Ottawa ward"
"K1B4C1","2","Innes","Ottawa ward"
"K1B4C2","2","Innes","Ottawa ward"
"K1B4C3","2","Innes","Ottawa ward"
"K1B4C4","2","Innes","Ottawa ward"
"K1B4C5","2","Innes","Ottawa ward"
"K1B4C6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4C7","2","Innes","Ottawa ward"
"K1B4C8","2","Innes","Ottawa ward"
"K1B4C9","2","Innes","Ottawa ward"
"K1B4E1","2","Innes","Ottawa ward"
"K1B4E2","2","Innes","Ottawa ward"
"K1B4E3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4E4","18","Alta Vista","Ottawa ward"
"K1B4E5","18","Alta Vista","Ottawa ward"
"K1B4E6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4E7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4E8","2","Innes","Ottawa ward"
"K1B4E9","2","Innes","Ottawa ward"
"K1B4G1","2","Innes","Ottawa ward"
"K1B4G2","2","Innes","Ottawa ward"
"K1B4G3","2","Innes","Ottawa ward"
"K1B4G4","2","Innes","Ottawa ward"
"K1B4G5","2","Innes","Ottawa ward"
"K1B4G6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4G7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4G8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4G9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4H1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4H2","18","Alta Vista","Ottawa ward"
"K1B4H3","18","Alta Vista","Ottawa ward"
"K1B4H4","18","Alta Vista","Ottawa ward"
"K1B4H5","18","Alta Vista","Ottawa ward"
"K1B4H6","18","Alta Vista","Ottawa ward"
"K1B4H7","18","Alta Vista","Ottawa ward"
"K1B4H8","18","Alta Vista","Ottawa ward"
"K1B4H9","18","Alta Vista","Ottawa ward"
"K1B4J1","18","Alta Vista","Ottawa ward"
"K1B4J2","18","Alta Vista","Ottawa ward"
"K1B4J3","18","Alta Vista","Ottawa ward"
"K1B4J4","18","Alta Vista","Ottawa ward"
"K1B4J5","18","Alta Vista","Ottawa ward"
"K1B4J6","18","Alta Vista","Ottawa ward"
"K1B4J7","18","Alta Vista","Ottawa ward"
"K1B4J8","18","Alta Vista","Ottawa ward"
"K1B4J9","18","Alta Vista","Ottawa ward"
"K1B4K1","18","Alta Vista","Ottawa ward"
"K1B4K2","18","Alta Vista","Ottawa ward"
"K1B4K3","2","Innes","Ottawa ward"
"K1B4K4","2","Innes","Ottawa ward"
"K1B4K5","2","Innes","Ottawa ward"
"K1B4K6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4K7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4K8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4K9","18","Alta Vista","Ottawa ward"
"K1B4L1","18","Alta Vista","Ottawa ward"
"K1B4L2","18","Alta Vista","Ottawa ward"
"K1B4L3","2","Innes","Ottawa ward"
"K1B4L4","2","Innes","Ottawa ward"
"K1B4L5","18","Alta Vista","Ottawa ward"
"K1B4L6","18","Alta Vista","Ottawa ward"
"K1B4L7","18","Alta Vista","Ottawa ward"
"K1B4L8","18","Alta Vista","Ottawa ward"
"K1B4L9","18","Alta Vista","Ottawa ward"
"K1B4M1","2","Innes","Ottawa ward"
"K1B4M2","2","Innes","Ottawa ward"
"K1B4M3","2","Innes","Ottawa ward"
"K1B4M4","2","Innes","Ottawa ward"
"K1B4M5","2","Innes","Ottawa ward"
"K1B4M6","2","Innes","Ottawa ward"
"K1B4M7","2","Innes","Ottawa ward"
"K1B4M8","2","Innes","Ottawa ward"
"K1B4M9","2","Innes","Ottawa ward"
"K1B4N1","2","Innes","Ottawa ward"
"K1B4N2","2","Innes","Ottawa ward"
"K1B4N3","2","Innes","Ottawa ward"
"K1B4N4","18","Alta Vista","Ottawa ward"
"K1B4N5","2","Innes","Ottawa ward"
"K1B4N6","2","Innes","Ottawa ward"
"K1B4N7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4N8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4N9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P1","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P2","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P3","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P4","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P5","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P6","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P7","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P8","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4P9","11","Beacon Hill-Cyrville","Ottawa ward"
"K1B4R1","11","Beacon Hill-Cyrville","Ottawa ward"
